Year,yield(t/ha),State,County
1993,8.341628596,INDIANA,BROWN
1992,8.235006276,INDIANA,BROWN
1991,5.33111602,INDIANA,BROWN
1990,7.244045886,INDIANA,BROWN
1989,7.833604599,INDIANA,BROWN
1988,5.149230885,INDIANA,BROWN
1987,6.842644209,INDIANA,BROWN
1986,6.641943371,INDIANA,BROWN
1985,6.69211858,INDIANA,BROWN
1984,7.099792158,INDIANA,BROWN
1983,3.55616798,INDIANA,BROWN
1982,6.397339224,INDIANA,BROWN
1981,5.688614388,INDIANA,BROWN
1980,5.155502786,INDIANA,BROWN
2019,7.927683117,INDIANA,CRAWFORD
2010,8.548601336,INDIANA,CRAWFORD
1997,4.678838295,INDIANA,CRAWFORD
1996,6.434970631,INDIANA,CRAWFORD
1995,6.146463176,INDIANA,CRAWFORD
1994,7.425931021,INDIANA,CRAWFORD
1993,7.256589688,INDIANA,CRAWFORD
1992,8.51724183,INDIANA,CRAWFORD
1991,4.032832472,INDIANA,CRAWFORD
1990,6.171550781,INDIANA,CRAWFORD
1989,7.269133491,INDIANA,CRAWFORD
1988,4.584759777,INDIANA,CRAWFORD
1987,6.340892113,INDIANA,CRAWFORD
1986,6.516505347,INDIANA,CRAWFORD
1985,6.434970631,INDIANA,CRAWFORD
1984,6.152735077,INDIANA,CRAWFORD
1983,2.684373714,INDIANA,CRAWFORD
1982,6.47887394,INDIANA,CRAWFORD
1981,5.462825945,INDIANA,CRAWFORD
1980,5.142958984,INDIANA,CRAWFORD
2021,11.09499322,INDIANA,FLOYD
2020,10.73749485,INDIANA,FLOYD
2019,9.182063357,INDIANA,FLOYD
2016,8.065664943,INDIANA,FLOYD
2015,9.915875797,INDIANA,FLOYD
2014,9.539561725,INDIANA,FLOYD
2012,3.493448968,INDIANA,FLOYD
2011,6.196638386,INDIANA,FLOYD
2010,9.257326171,INDIANA,FLOYD
2008,8.216190572,INDIANA,FLOYD
1997,5.613351574,INDIANA,FLOYD
1996,6.416154928,INDIANA,FLOYD
1995,6.58549626,INDIANA,FLOYD
1994,7.250317787,INDIANA,FLOYD
1993,8.097024449,INDIANA,FLOYD
1992,8.460794719,INDIANA,FLOYD
1991,3.719237412,INDIANA,FLOYD
1990,6.867731814,INDIANA,FLOYD
1989,7.645447563,INDIANA,FLOYD
1988,4.396602741,INDIANA,FLOYD
1987,6.466330137,INDIANA,FLOYD
1986,6.767381395,INDIANA,FLOYD
1985,6.566680556,INDIANA,FLOYD
1984,6.786197098,INDIANA,FLOYD
1983,2.621654702,INDIANA,FLOYD
1982,6.052384658,INDIANA,FLOYD
1981,5.839140017,INDIANA,FLOYD
1980,5.519273056,INDIANA,FLOYD
2021,11.81626186,INDIANA,HARRISON
2020,11.41486018,INDIANA,HARRISON
2019,8.398075707,INDIANA,HARRISON
2018,11.86643707,INDIANA,HARRISON
2017,10.19183945,INDIANA,HARRISON
2016,9.395307998,INDIANA,HARRISON
2015,10.85666098,INDIANA,HARRISON
2014,11.16398414,INDIANA,HARRISON
2013,10.53679402,INDIANA,HARRISON
2012,3.273932426,INDIANA,HARRISON
2011,6.629399568,INDIANA,HARRISON
2010,8.15347156,INDIANA,HARRISON
2009,10.91310809,INDIANA,HARRISON
2008,7.651719464,INDIANA,HARRISON
2007,6.629399568,INDIANA,HARRISON
2006,8.924915408,INDIANA,HARRISON
2005,7.883779808,INDIANA,HARRISON
2004,9.14443195,INDIANA,HARRISON
2003,8.423163312,INDIANA,HARRISON
2002,4.189630002,INDIANA,HARRISON
2001,8.849652593,INDIANA,HARRISON
2000,9.639912144,INDIANA,HARRISON
1999,5.500457352,INDIANA,HARRISON
1998,8.002945931,INDIANA,HARRISON
1997,4.28370852,INDIANA,HARRISON
1996,6.710934284,INDIANA,HARRISON
1995,6.334620212,INDIANA,HARRISON
1994,7.21268638,INDIANA,HARRISON
1993,7.551369045,INDIANA,HARRISON
1992,8.460794719,INDIANA,HARRISON
1991,3.781956424,INDIANA,HARRISON
1990,5.983393745,INDIANA,HARRISON
1989,7.833604599,INDIANA,HARRISON
1988,4.459321753,INDIANA,HARRISON
1987,6.529049149,INDIANA,HARRISON
1986,6.265629299,INDIANA,HARRISON
1985,6.372251619,INDIANA,HARRISON
1984,6.529049149,INDIANA,HARRISON
1983,2.621654702,INDIANA,HARRISON
1982,6.767381395,INDIANA,HARRISON
1981,6.190366484,INDIANA,HARRISON
1980,5.795236709,INDIANA,HARRISON
2020,11.62810482,INDIANA,JACKSON
2018,10.86293288,INDIANA,JACKSON
2017,10.4552593,INDIANA,JACKSON
2016,10.10403283,INDIANA,JACKSON
2015,9.508202219,INDIANA,JACKSON
2014,10.75631056,INDIANA,JACKSON
2013,9.332588986,INDIANA,JACKSON
2012,5.099055676,INDIANA,JACKSON
2011,7.595272353,INDIANA,JACKSON
2010,7.908867413,INDIANA,JACKSON
2009,10.28591797,INDIANA,JACKSON
2008,7.8398765,INDIANA,JACKSON
2007,7.087248356,INDIANA,JACKSON
2006,8.492154225,INDIANA,JACKSON
2005,8.034305437,INDIANA,JACKSON
2004,9.890788192,INDIANA,JACKSON
2003,8.391803806,INDIANA,JACKSON
2002,5.726245796,INDIANA,JACKSON
2001,9.846884884,INDIANA,JACKSON
2000,8.824564988,INDIANA,JACKSON
1999,6.284445002,INDIANA,JACKSON
1998,7.093520257,INDIANA,JACKSON
1997,6.466330137,INDIANA,JACKSON
1996,8.10329635,INDIANA,JACKSON
1995,7.149967368,INDIANA,JACKSON
1994,8.398075707,INDIANA,JACKSON
1993,7.99667403,INDIANA,JACKSON
1992,9.169519554,INDIANA,JACKSON
1991,4.34015563,INDIANA,JACKSON
1990,7.118607862,INDIANA,JACKSON
1989,7.206414479,INDIANA,JACKSON
1988,4.647478789,INDIANA,JACKSON
1987,7.538825242,INDIANA,JACKSON
1986,7.137423566,INDIANA,JACKSON
1985,7.639175662,INDIANA,JACKSON
1984,7.16251117,INDIANA,JACKSON
1983,3.179853908,INDIANA,JACKSON
1982,7.639175662,INDIANA,JACKSON
1981,6.32207641,INDIANA,JACKSON
1980,5.343659822,INDIANA,JACKSON
2021,12.06713791,INDIANA,LAWRENCE
2020,11.5026668,INDIANA,LAWRENCE
2019,8.184831066,INDIANA,LAWRENCE
2018,12.04832221,INDIANA,LAWRENCE
2017,11.01345851,INDIANA,LAWRENCE
2016,9.069169135,INDIANA,LAWRENCE
2015,11.18907174,INDIANA,LAWRENCE
2014,11.94169988,INDIANA,LAWRENCE
2012,3.311563834,INDIANA,LAWRENCE
2011,8.04684924,INDIANA,LAWRENCE
2010,8.711670767,INDIANA,LAWRENCE
2009,10.28591797,INDIANA,LAWRENCE
2008,8.843380692,INDIANA,LAWRENCE
2007,8.372988102,INDIANA,LAWRENCE
2006,9.087984839,INDIANA,LAWRENCE
2005,8.20364677,INDIANA,LAWRENCE
2004,9.432939405,INDIANA,LAWRENCE
2003,8.736758372,INDIANA,LAWRENCE
2002,4.484409358,INDIANA,LAWRENCE
2001,9.062897234,INDIANA,LAWRENCE
2000,8.805749285,INDIANA,LAWRENCE
1999,6.2719012,INDIANA,LAWRENCE
1998,6.792469,INDIANA,LAWRENCE
1997,5.926946634,INDIANA,LAWRENCE
1996,5.657254882,INDIANA,LAWRENCE
1995,6.146463176,INDIANA,LAWRENCE
1994,7.78970129,INDIANA,LAWRENCE
1993,7.338124404,INDIANA,LAWRENCE
1992,8.586232743,INDIANA,LAWRENCE
1991,3.844675436,INDIANA,LAWRENCE
1990,6.234269793,INDIANA,LAWRENCE
1989,7.645447563,INDIANA,LAWRENCE
1988,4.396602741,INDIANA,LAWRENCE
1987,6.968082233,INDIANA,LAWRENCE
1986,7.26286159,INDIANA,LAWRENCE
1985,7.256589688,INDIANA,LAWRENCE
1984,7.037073146,INDIANA,LAWRENCE
1983,3.493448968,INDIANA,LAWRENCE
1982,6.830100407,INDIANA,LAWRENCE
1981,5.883043326,INDIANA,LAWRENCE
1980,5.732517697,INDIANA,LAWRENCE
2021,11.46503539,INDIANA,MONROE
2020,10.54933782,INDIANA,MONROE
2019,8.404347608,INDIANA,MONROE
2018,11.40231638,INDIANA,MONROE
2017,9.809253477,INDIANA,MONROE
2016,10.07894523,INDIANA,MONROE
2015,9.959779106,INDIANA,MONROE
2014,11.32705357,INDIANA,MONROE
2013,11.63437673,INDIANA,MONROE
2012,2.803539836,INDIANA,MONROE
2011,7.827332698,INDIANA,MONROE
2010,8.692855063,INDIANA,MONROE
2009,9.658727848,INDIANA,MONROE
2008,8.968818716,INDIANA,MONROE
2007,9.432939405,INDIANA,MONROE
2006,8.529785632,INDIANA,MONROE
2005,8.749302174,INDIANA,MONROE
2004,8.881012099,INDIANA,MONROE
2003,8.793205482,INDIANA,MONROE
2002,6.171550781,INDIANA,MONROE
2001,10.11657664,INDIANA,MONROE
2000,9.257326171,INDIANA,MONROE
1999,6.911635122,INDIANA,MONROE
1998,7.78970129,INDIANA,MONROE
1997,6.177822682,INDIANA,MONROE
1996,6.47887394,INDIANA,MONROE
1995,5.95830614,INDIANA,MONROE
1994,7.921411216,INDIANA,MONROE
1993,8.648951755,INDIANA,MONROE
1992,8.3604443,INDIANA,MONROE
1991,5.889315227,INDIANA,MONROE
1990,7.118607862,INDIANA,MONROE
1989,7.770885587,INDIANA,MONROE
1988,4.710197801,INDIANA,MONROE
1987,7.47610623,INDIANA,MONROE
1986,7.200142578,INDIANA,MONROE
1985,6.566680556,INDIANA,MONROE
1984,7.099792158,INDIANA,MONROE
1983,3.430729956,INDIANA,MONROE
1982,7.513737638,INDIANA,MONROE
1981,5.43773834,INDIANA,MONROE
1980,6.698390482,INDIANA,MONROE
2021,12.5626181,INDIANA,ORANGE
2020,12.87621316,INDIANA,ORANGE
2019,9.570921231,INDIANA,ORANGE
2018,12.96401978,INDIANA,ORANGE
2017,12.43090818,INDIANA,ORANGE
2016,10.17929565,INDIANA,ORANGE
2015,11.94797179,INDIANA,ORANGE
2014,12.34937346,INDIANA,ORANGE
2013,11.37722878,INDIANA,ORANGE
2012,1.887842261,INDIANA,ORANGE
2011,8.272637683,INDIANA,ORANGE
2010,9.370220393,INDIANA,ORANGE
2009,10.85038908,INDIANA,ORANGE
2008,10.03504192,INDIANA,ORANGE
2007,9.125616246,INDIANA,ORANGE
2006,9.646184046,INDIANA,ORANGE
2005,9.031537728,INDIANA,ORANGE
2004,9.715174959,INDIANA,ORANGE
2003,9.652455947,INDIANA,ORANGE
2002,4.402874642,INDIANA,ORANGE
2001,9.464298911,INDIANA,ORANGE
2000,10.21692705,INDIANA,ORANGE
1999,6.610583865,INDIANA,ORANGE
1998,8.354172398,INDIANA,ORANGE
1997,5.33111602,INDIANA,ORANGE
1996,7.26286159,INDIANA,ORANGE
1995,6.083744164,INDIANA,ORANGE
1994,7.915139314,INDIANA,ORANGE
1993,8.059393042,INDIANA,ORANGE
1992,8.699126964,INDIANA,ORANGE
1991,3.907394448,INDIANA,ORANGE
1990,6.993169838,INDIANA,ORANGE
1989,7.394571515,INDIANA,ORANGE
1988,4.898354837,INDIANA,ORANGE
1987,7.664263266,INDIANA,ORANGE
1986,7.639175662,INDIANA,ORANGE
1985,7.256589688,INDIANA,ORANGE
1984,6.215454089,INDIANA,ORANGE
1983,3.305291932,INDIANA,ORANGE
1982,7.200142578,INDIANA,ORANGE
1981,6.447514434,INDIANA,ORANGE
1980,5.795236709,INDIANA,ORANGE
2020,11.27060646,INDIANA,PERRY
2017,11.26433456,INDIANA,PERRY
2014,10.81902957,INDIANA,PERRY
2011,8.140927758,INDIANA,PERRY
2010,8.316540991,INDIANA,PERRY
2009,10.09776093,INDIANA,PERRY
2008,9.09425674,INDIANA,PERRY
2007,9.313773282,INDIANA,PERRY
2006,8.235006276,INDIANA,PERRY
2005,9.276141875,INDIANA,PERRY
2004,8.67403936,INDIANA,PERRY
2003,8.385531904,INDIANA,PERRY
2002,4.854451529,INDIANA,PERRY
2001,8.354172398,INDIANA,PERRY
2000,8.492154225,INDIANA,PERRY
1999,5.287212712,INDIANA,PERRY
1998,6.874003715,INDIANA,PERRY
1997,5.64471108,INDIANA,PERRY
1996,7.206414479,INDIANA,PERRY
1995,6.58549626,INDIANA,PERRY
1994,7.607816156,INDIANA,PERRY
1993,7.545097144,INDIANA,PERRY
1992,8.297725288,INDIANA,PERRY
1991,5.393835032,INDIANA,PERRY
1990,7.181326874,INDIANA,PERRY
1989,7.520009539,INDIANA,PERRY
1988,4.835635825,INDIANA,PERRY
1987,6.591768161,INDIANA,PERRY
1986,6.516505347,INDIANA,PERRY
1985,6.309532607,INDIANA,PERRY
1984,6.466330137,INDIANA,PERRY
1983,3.179853908,INDIANA,PERRY
1982,6.704662383,INDIANA,PERRY
1981,6.259357398,INDIANA,PERRY
1980,5.343659822,INDIANA,PERRY
2020,10.84411717,INDIANA,WASHINGTON
2019,8.423163312,INDIANA,WASHINGTON
2018,11.54657011,INDIANA,WASHINGTON
2017,10.82530147,INDIANA,WASHINGTON
2016,9.269869974,INDIANA,WASHINGTON
2015,9.784165872,INDIANA,WASHINGTON
2014,11.28942216,INDIANA,WASHINGTON
2013,9.163247653,INDIANA,WASHINGTON
2012,3.60634319,INDIANA,WASHINGTON
2011,7.720710377,INDIANA,WASHINGTON
2010,7.752069883,INDIANA,WASHINGTON
2009,10.16047994,INDIANA,WASHINGTON
2008,8.278909584,INDIANA,WASHINGTON
2007,9.225966665,INDIANA,WASHINGTON
2006,8.968818716,INDIANA,WASHINGTON
2005,7.808516994,INDIANA,WASHINGTON
2004,8.849652593,INDIANA,WASHINGTON
2003,8.705398866,INDIANA,WASHINGTON
2002,4.014016768,INDIANA,WASHINGTON
2001,9.075441036,INDIANA,WASHINGTON
2000,9.075441036,INDIANA,WASHINGTON
1999,6.365979718,INDIANA,WASHINGTON
1998,7.41965912,INDIANA,WASHINGTON
1997,5.588263969,INDIANA,WASHINGTON
1996,7.557640946,INDIANA,WASHINGTON
1995,6.2719012,INDIANA,WASHINGTON
1994,7.306764898,INDIANA,WASHINGTON
1993,7.394571515,INDIANA,WASHINGTON
1992,8.717942668,INDIANA,WASHINGTON
1991,3.781956424,INDIANA,WASHINGTON
1990,6.359707817,INDIANA,WASHINGTON
1989,7.269133491,INDIANA,WASHINGTON
1988,4.710197801,INDIANA,WASHINGTON
1987,6.779925197,INDIANA,WASHINGTON
1986,7.011985542,INDIANA,WASHINGTON
1985,6.566680556,INDIANA,WASHINGTON
1984,5.964578041,INDIANA,WASHINGTON
1983,3.179853908,INDIANA,WASHINGTON
1982,7.143695467,INDIANA,WASHINGTON
1981,6.071200362,INDIANA,WASHINGTON
1980,6.184094583,INDIANA,WASHINGTON
2019,7.589000452,INDIANA,OTHER (COMBINED) COUNTIES
2013,9.269869974,INDIANA,OTHER (COMBINED) COUNTIES
2012,5.117871379,INDIANA,OTHER (COMBINED) COUNTIES
2009,9.282413776,INDIANA,OTHER (COMBINED) COUNTIES
2007,7.752069883,INDIANA,OTHER (COMBINED) COUNTIES
2006,9.106800542,INDIANA,OTHER (COMBINED) COUNTIES
2005,8.448250916,INDIANA,OTHER (COMBINED) COUNTIES
2004,9.370220393,INDIANA,OTHER (COMBINED) COUNTIES
2003,7.78970129,INDIANA,OTHER (COMBINED) COUNTIES
2002,5.255853206,INDIANA,OTHER (COMBINED) COUNTIES
2001,8.354172398,INDIANA,OTHER (COMBINED) COUNTIES
2000,8.642679854,INDIANA,OTHER (COMBINED) COUNTIES
1999,4.65375069,INDIANA,OTHER (COMBINED) COUNTIES
1998,8.184831066,INDIANA,OTHER (COMBINED) COUNTIES
1996,5.663526784,INDIANA,OTHER (COMBINED) COUNTIES
1995,7.149967368,INDIANA,OTHER (COMBINED) COUNTIES
2021,11.33959737,INDIANA,CLARK
2020,10.87547668,INDIANA,CLARK
2019,8.31026909,INDIANA,CLARK
2018,11.20788744,INDIANA,CLARK
2017,9.959779106,INDIANA,CLARK
2016,8.812021186,INDIANA,CLARK
2015,10.16675185,INDIANA,CLARK
2014,10.86920478,INDIANA,CLARK
2013,10.11030473,INDIANA,CLARK
2012,4.384058939,INDIANA,CLARK
2011,7.269133491,INDIANA,CLARK
2010,8.586232743,INDIANA,CLARK
2009,9.72144686,INDIANA,CLARK
2008,8.655223656,INDIANA,CLARK
2007,7.99667403,INDIANA,CLARK
2006,8.655223656,INDIANA,CLARK
2005,6.861459913,INDIANA,CLARK
2004,9.194607159,INDIANA,CLARK
2003,8.981362518,INDIANA,CLARK
2002,5.7513334,INDIANA,CLARK
2001,9.351404689,INDIANA,CLARK
2000,8.912371605,INDIANA,CLARK
1999,5.977121844,INDIANA,CLARK
1998,7.89005171,INDIANA,CLARK
1997,5.832868116,INDIANA,CLARK
1996,7.940226919,INDIANA,CLARK
1995,6.522777248,INDIANA,CLARK
1994,7.745797982,INDIANA,CLARK
1993,7.814788895,INDIANA,CLARK
1992,8.492154225,INDIANA,CLARK
1991,4.835635825,INDIANA,CLARK
1990,6.296988805,INDIANA,CLARK
1989,7.833604599,INDIANA,CLARK
1988,5.023792861,INDIANA,CLARK
1987,6.842644209,INDIANA,CLARK
1986,6.767381395,INDIANA,CLARK
1985,7.068432652,INDIANA,CLARK
1984,6.905363221,INDIANA,CLARK
1983,2.684373714,INDIANA,CLARK
1982,6.911635122,INDIANA,CLARK
1981,6.710934284,INDIANA,CLARK
1980,5.53808876,INDIANA,CLARK
2021,9.82806918,INDIANA,DEARBORN
2020,10.86293288,INDIANA,DEARBORN
2019,8.115840153,INDIANA,DEARBORN
2018,11.08244942,INDIANA,DEARBORN
2017,10.55560972,INDIANA,DEARBORN
2016,10.16675185,INDIANA,DEARBORN
2015,9.527017923,INDIANA,DEARBORN
2014,10.40508409,INDIANA,DEARBORN
2013,9.14443195,INDIANA,DEARBORN
2012,5.519273056,INDIANA,DEARBORN
2011,6.874003715,INDIANA,DEARBORN
2010,7.802245093,INDIANA,DEARBORN
2009,10.474075,INDIANA,DEARBORN
2008,7.087248356,INDIANA,DEARBORN
2007,7.306764898,INDIANA,DEARBORN
2006,9.012722024,INDIANA,DEARBORN
2005,8.655223656,INDIANA,DEARBORN
2004,9.959779106,INDIANA,DEARBORN
2003,8.222462473,INDIANA,DEARBORN
2002,5.042608565,INDIANA,DEARBORN
2001,8.548601336,INDIANA,DEARBORN
2000,8.636407952,INDIANA,DEARBORN
1999,6.748565691,INDIANA,DEARBORN
1998,7.57645665,INDIANA,DEARBORN
1997,5.638439179,INDIANA,DEARBORN
1996,5.757605302,INDIANA,DEARBORN
1995,7.024529344,INDIANA,DEARBORN
1994,7.89005171,INDIANA,DEARBORN
1993,7.451018626,INDIANA,DEARBORN
1992,8.435707114,INDIANA,DEARBORN
1991,5.393835032,INDIANA,DEARBORN
1990,6.930450826,INDIANA,DEARBORN
1989,8.278909584,INDIANA,DEARBORN
1988,5.462825945,INDIANA,DEARBORN
1987,7.287949194,INDIANA,DEARBORN
1986,7.137423566,INDIANA,DEARBORN
1985,7.57645665,INDIANA,DEARBORN
1984,6.340892113,INDIANA,DEARBORN
1983,3.054415884,INDIANA,DEARBORN
1982,6.422426829,INDIANA,DEARBORN
1981,5.588263969,INDIANA,DEARBORN
1980,6.309532607,INDIANA,DEARBORN
2021,10.93819569,INDIANA,FRANKLIN
2020,11.59674532,INDIANA,FRANKLIN
2019,9.558377429,INDIANA,FRANKLIN
2018,11.64692053,INDIANA,FRANKLIN
2017,11.14516843,INDIANA,FRANKLIN
2016,10.9946428,INDIANA,FRANKLIN
2015,11.43994779,INDIANA,FRANKLIN
2014,12.17376023,INDIANA,FRANKLIN
2013,11.23924695,INDIANA,FRANKLIN
2012,5.588263969,INDIANA,FRANKLIN
2011,7.933955018,INDIANA,FRANKLIN
2010,10.02249812,INDIANA,FRANKLIN
2009,11.60301722,INDIANA,FRANKLIN
2008,8.46706662,INDIANA,FRANKLIN
2007,7.896323611,INDIANA,FRANKLIN
2006,9.664999749,INDIANA,FRANKLIN
2005,9.389036096,INDIANA,FRANKLIN
2004,10.17929565,INDIANA,FRANKLIN
2003,8.705398866,INDIANA,FRANKLIN
2002,4.898354837,INDIANA,FRANKLIN
2001,9.991138612,INDIANA,FRANKLIN
2000,9.897060094,INDIANA,FRANKLIN
1999,7.563912847,INDIANA,FRANKLIN
1998,7.175054973,INDIANA,FRANKLIN
1997,6.359707817,INDIANA,FRANKLIN
1996,7.068432652,INDIANA,FRANKLIN
1995,7.21268638,INDIANA,FRANKLIN
1994,8.235006276,INDIANA,FRANKLIN
1993,7.990402129,INDIANA,FRANKLIN
1992,9.320045183,INDIANA,FRANKLIN
1991,5.519273056,INDIANA,FRANKLIN
1990,8.191102967,INDIANA,FRANKLIN
1989,7.770885587,INDIANA,FRANKLIN
1988,5.400106933,INDIANA,FRANKLIN
1987,8.291453386,INDIANA,FRANKLIN
1986,7.325580602,INDIANA,FRANKLIN
1985,7.952770722,INDIANA,FRANKLIN
1984,7.78970129,INDIANA,FRANKLIN
1983,3.55616798,INDIANA,FRANKLIN
1982,7.57645665,INDIANA,FRANKLIN
1981,6.071200362,INDIANA,FRANKLIN
1980,6.309532607,INDIANA,FRANKLIN
2021,10.69986345,INDIANA,JEFFERSON
2020,10.34863698,INDIANA,JEFFERSON
2019,7.752069883,INDIANA,JEFFERSON
2018,11.60301722,INDIANA,JEFFERSON
2017,10.52425021,INDIANA,JEFFERSON
2016,9.332588986,INDIANA,JEFFERSON
2015,9.520746022,INDIANA,JEFFERSON
2014,11.79117426,INDIANA,JEFFERSON
2011,7.175054973,INDIANA,JEFFERSON
2010,7.990402129,INDIANA,JEFFERSON
2008,6.773653296,INDIANA,JEFFERSON
2007,7.758341784,INDIANA,JEFFERSON
2005,7.777157488,INDIANA,JEFFERSON
2004,8.887284,INDIANA,JEFFERSON
2003,8.711670767,INDIANA,JEFFERSON
2002,5.456554044,INDIANA,JEFFERSON
2001,9.972322908,INDIANA,JEFFERSON
2000,9.351404689,INDIANA,JEFFERSON
1999,6.880275616,INDIANA,JEFFERSON
1998,6.227997892,INDIANA,JEFFERSON
1997,5.663526784,INDIANA,JEFFERSON
1996,6.334620212,INDIANA,JEFFERSON
1995,7.024529344,INDIANA,JEFFERSON
1994,7.915139314,INDIANA,JEFFERSON
1993,7.338124404,INDIANA,JEFFERSON
1992,8.899827803,INDIANA,JEFFERSON
1991,5.268397008,INDIANA,JEFFERSON
1990,6.867731814,INDIANA,JEFFERSON
1989,7.206414479,INDIANA,JEFFERSON
1988,5.525544957,INDIANA,JEFFERSON
1987,7.218958281,INDIANA,JEFFERSON
1986,7.011985542,INDIANA,JEFFERSON
1985,7.827332698,INDIANA,JEFFERSON
1984,6.278173101,INDIANA,JEFFERSON
1983,2.684373714,INDIANA,JEFFERSON
1982,6.58549626,INDIANA,JEFFERSON
1981,5.688614388,INDIANA,JEFFERSON
1980,5.412650736,INDIANA,JEFFERSON
2021,10.78139816,INDIANA,JENNINGS
2020,11.10753703,INDIANA,JENNINGS
2019,8.492154225,INDIANA,JENNINGS
2018,11.38977258,INDIANA,JENNINGS
2017,10.75003866,INDIANA,JENNINGS
2016,9.821797279,INDIANA,JENNINGS
2015,10.05385762,INDIANA,JENNINGS
2014,11.70336764,INDIANA,JENNINGS
2013,9.809253477,INDIANA,JENNINGS
2012,5.59453587,INDIANA,JENNINGS
2011,7.294221096,INDIANA,JENNINGS
2010,8.222462473,INDIANA,JENNINGS
2009,10.474075,INDIANA,JENNINGS
2008,7.965314524,INDIANA,JENNINGS
2007,8.605048446,INDIANA,JENNINGS
2006,8.93745921,INDIANA,JENNINGS
2005,8.855924494,INDIANA,JENNINGS
2004,9.062897234,INDIANA,JENNINGS
2003,8.529785632,INDIANA,JENNINGS
2002,7.664263266,INDIANA,JENNINGS
2001,9.51447412,INDIANA,JENNINGS
2000,9.244782369,INDIANA,JENNINGS
1999,6.002209448,INDIANA,JENNINGS
1998,7.601544254,INDIANA,JENNINGS
1997,6.698390482,INDIANA,JENNINGS
1996,7.225230182,INDIANA,JENNINGS
1995,7.338124404,INDIANA,JENNINGS
1994,8.924915408,INDIANA,JENNINGS
1993,8.241278177,INDIANA,JENNINGS
1992,9.470570812,INDIANA,JENNINGS
1991,5.889315227,INDIANA,JENNINGS
1990,7.557640946,INDIANA,JENNINGS
1989,8.216190572,INDIANA,JENNINGS
1988,5.650982981,INDIANA,JENNINGS
1987,7.664263266,INDIANA,JENNINGS
1986,7.513737638,INDIANA,JENNINGS
1985,8.391803806,INDIANA,JENNINGS
1984,7.225230182,INDIANA,JENNINGS
1983,3.305291932,INDIANA,JENNINGS
1982,7.018257443,INDIANA,JENNINGS
1981,5.43773834,INDIANA,JENNINGS
1980,5.600807772,INDIANA,JENNINGS
2021,8.868468297,INDIANA,OHIO
2020,9.677543552,INDIANA,OHIO
2019,8.542329434,INDIANA,OHIO
2018,11.28942216,INDIANA,OHIO
2017,10.71240725,INDIANA,OHIO
2016,9.4078518,INDIANA,OHIO
2015,10.19183945,INDIANA,OHIO
2014,11.46503539,INDIANA,OHIO
2011,6.083744164,INDIANA,OHIO
2010,7.551369045,INDIANA,OHIO
2008,8.216190572,INDIANA,OHIO
1997,5.43773834,INDIANA,OHIO
1994,7.551369045,INDIANA,OHIO
1993,7.21268638,INDIANA,OHIO
1992,8.335356695,INDIANA,OHIO
1991,5.701158191,INDIANA,OHIO
1990,7.432202922,INDIANA,OHIO
1989,6.823828506,INDIANA,OHIO
1988,5.023792861,INDIANA,OHIO
1987,6.591768161,INDIANA,OHIO
1986,6.265629299,INDIANA,OHIO
1985,6.566680556,INDIANA,OHIO
1984,5.650982981,INDIANA,OHIO
1983,2.684373714,INDIANA,OHIO
1982,6.090016065,INDIANA,OHIO
1981,5.688614388,INDIANA,OHIO
1980,5.343659822,INDIANA,OHIO
2021,10.86920478,INDIANA,RIPLEY
2020,11.18907174,INDIANA,RIPLEY
2018,11.47130729,INDIANA,RIPLEY
2017,11.65946433,INDIANA,RIPLEY
2016,9.903331995,INDIANA,RIPLEY
2015,9.953507204,INDIANA,RIPLEY
2014,11.18279984,INDIANA,RIPLEY
2013,10.67477584,INDIANA,RIPLEY
2012,6.353435916,INDIANA,RIPLEY
2011,7.087248356,INDIANA,RIPLEY
2010,8.504698027,INDIANA,RIPLEY
2009,10.28591797,INDIANA,RIPLEY
2008,8.216190572,INDIANA,RIPLEY
2007,7.375755811,INDIANA,RIPLEY
2006,9.570921231,INDIANA,RIPLEY
2005,9.382764195,INDIANA,RIPLEY
2004,9.501930318,INDIANA,RIPLEY
2003,7.94649882,INDIANA,RIPLEY
2002,5.362475526,INDIANA,RIPLEY
2001,10.07267333,INDIANA,RIPLEY
2000,8.943731111,INDIANA,RIPLEY
1999,7.181326874,INDIANA,RIPLEY
1998,7.482378132,INDIANA,RIPLEY
1997,6.133919374,INDIANA,RIPLEY
1996,6.460058236,INDIANA,RIPLEY
1995,7.589000452,INDIANA,RIPLEY
1994,8.630136051,INDIANA,RIPLEY
1993,7.915139314,INDIANA,RIPLEY
1992,9.238510468,INDIANA,RIPLEY
1991,5.575720167,INDIANA,RIPLEY
1990,7.36948391,INDIANA,RIPLEY
1989,7.770885587,INDIANA,RIPLEY
1988,5.964578041,INDIANA,RIPLEY
1987,8.040577338,INDIANA,RIPLEY
1986,7.57645665,INDIANA,RIPLEY
1985,7.701894674,INDIANA,RIPLEY
1984,6.779925197,INDIANA,RIPLEY
1983,3.493448968,INDIANA,RIPLEY
1982,7.018257443,INDIANA,RIPLEY
1981,6.071200362,INDIANA,RIPLEY
1980,6.246813595,INDIANA,RIPLEY
2021,10.66223204,INDIANA,SCOTT
2018,11.30196596,INDIANA,SCOTT
2017,10.4678031,INDIANA,SCOTT
2016,8.918643506,INDIANA,SCOTT
2015,10.52425021,INDIANA,SCOTT
2014,11.96051559,INDIANA,SCOTT
