Year,yield(t/ha),State,County
2016,3.47424,IOWA,RINGGOLD
2015,2.90304,IOWA,RINGGOLD
2014,3.09792,IOWA,RINGGOLD
2013,2.27136,IOWA,RINGGOLD
2012,2.47968,IOWA,RINGGOLD
2011,2.93664,IOWA,RINGGOLD
2010,2.95008,IOWA,RINGGOLD
2009,3.0576,IOWA,RINGGOLD
2008,1.7808,IOWA,RINGGOLD
2007,3.11136,IOWA,RINGGOLD
2006,2.8224,IOWA,RINGGOLD
2005,3.58176,IOWA,RINGGOLD
2004,3.1584,IOWA,RINGGOLD
2003,1.79424,IOWA,RINGGOLD
2002,2.83584,IOWA,RINGGOLD
2001,2.59392,IOWA,RINGGOLD
2000,2.63424,IOWA,RINGGOLD
1999,2.43264,IOWA,RINGGOLD
1998,2.66784,IOWA,RINGGOLD
1997,2.78208,IOWA,RINGGOLD
1996,2.27808,IOWA,RINGGOLD
1995,1.72704,IOWA,RINGGOLD
1994,3.21216,IOWA,RINGGOLD
1993,1.6464,IOWA,RINGGOLD
1992,2.52672,IOWA,RINGGOLD
1991,2.352,IOWA,RINGGOLD
1990,1.94208,IOWA,RINGGOLD
1989,2.17056,IOWA,RINGGOLD
1988,1.53888,IOWA,RINGGOLD
1987,2.4528,IOWA,RINGGOLD
1986,2.36544,IOWA,RINGGOLD
1985,2.52672,IOWA,RINGGOLD
1984,1.49856,IOWA,RINGGOLD
1983,1.4448,IOWA,RINGGOLD
1982,1.7472,IOWA,RINGGOLD
1981,2.6208,IOWA,RINGGOLD
1980,2.25792,IOWA,RINGGOLD
2021,4.0992,IOWA,UNION
2020,3.50112,IOWA,UNION
2019,3.60864,IOWA,UNION
2018,3.26592,IOWA,UNION
2017,2.9904,IOWA,UNION
2016,3.7632,IOWA,UNION
2015,3.13824,IOWA,UNION
2014,3.3264,IOWA,UNION
2013,2.52672,IOWA,UNION
2012,2.22432,IOWA,UNION
2011,3.5616,IOWA,UNION
2010,3.23232,IOWA,UNION
2009,3.4608,IOWA,UNION
2008,2.5536,IOWA,UNION
2007,3.47424,IOWA,UNION
2006,3.11136,IOWA,UNION
2005,3.48096,IOWA,UNION
2004,3.21888,IOWA,UNION
2003,1.72704,IOWA,UNION
2002,3.03072,IOWA,UNION
2001,2.7888,IOWA,UNION
2000,2.69472,IOWA,UNION
1999,2.73504,IOWA,UNION
1998,2.73504,IOWA,UNION
1997,2.82912,IOWA,UNION
1996,2.3856,IOWA,UNION
1995,1.59936,IOWA,UNION
1994,3.1248,IOWA,UNION
1993,1.78752,IOWA,UNION
1992,2.6544,IOWA,UNION
1991,2.74848,IOWA,UNION
1990,2.59392,IOWA,UNION
1989,2.25792,IOWA,UNION
1988,1.55232,IOWA,UNION
1987,2.73504,IOWA,UNION
1986,2.29824,IOWA,UNION
1985,2.50656,IOWA,UNION
1984,1.344,IOWA,UNION
1983,1.86144,IOWA,UNION
1982,1.87488,IOWA,UNION
1981,2.7552,IOWA,UNION
1980,2.352,IOWA,UNION
2020,3.3264,IOWA,WARREN
2019,3.51456,IOWA,WARREN
2018,3.4944,IOWA,WARREN
2017,3.35328,IOWA,WARREN
2016,3.64896,IOWA,WARREN
2015,3.60192,IOWA,WARREN
2014,3.13152,IOWA,WARREN
2013,2.856,IOWA,WARREN
2012,2.90976,IOWA,WARREN
2011,3.0576,IOWA,WARREN
2010,3.25248,IOWA,WARREN
2009,3.4944,IOWA,WARREN
2008,2.7888,IOWA,WARREN
2007,3.70944,IOWA,WARREN
2006,3.38016,IOWA,WARREN
2005,3.37344,IOWA,WARREN
2004,3.4944,IOWA,WARREN
2003,1.84128,IOWA,WARREN
2002,3.11808,IOWA,WARREN
2001,2.9904,IOWA,WARREN
2000,2.8896,IOWA,WARREN
1999,2.76192,IOWA,WARREN
1998,3.07776,IOWA,WARREN
1997,2.9904,IOWA,WARREN
1996,2.54016,IOWA,WARREN
1995,2.42592,IOWA,WARREN
1994,3.44064,IOWA,WARREN
1993,1.7472,IOWA,WARREN
1992,2.84928,IOWA,WARREN
1991,2.52,IOWA,WARREN
1990,2.66784,IOWA,WARREN
1989,2.31168,IOWA,WARREN
1988,2.02272,IOWA,WARREN
1987,2.80896,IOWA,WARREN
1986,2.72832,IOWA,WARREN
1985,2.40576,IOWA,WARREN
1984,1.83456,IOWA,WARREN
1983,2.12352,IOWA,WARREN
1982,2.0496,IOWA,WARREN
1981,2.7552,IOWA,WARREN
1980,2.51328,IOWA,WARREN
2021,3.76992,IOWA,WAYNE
2020,2.99712,IOWA,WAYNE
2019,3.528,IOWA,WAYNE
2018,3.2928,IOWA,WAYNE
2016,3.64224,IOWA,WAYNE
2015,3.024,IOWA,WAYNE
2014,3.07776,IOWA,WAYNE
2013,2.23104,IOWA,WAYNE
2012,1.88832,IOWA,WAYNE
2011,3.03072,IOWA,WAYNE
2010,2.86272,IOWA,WAYNE
2009,2.2848,IOWA,WAYNE
2008,2.0496,IOWA,WAYNE
2007,3.44064,IOWA,WAYNE
2006,2.70816,IOWA,WAYNE
2005,3.4944,IOWA,WAYNE
2004,3.31968,IOWA,WAYNE
2003,1.80096,IOWA,WAYNE
2002,2.63424,IOWA,WAYNE
2001,2.688,IOWA,WAYNE
2000,2.63424,IOWA,WAYNE
1999,2.3184,IOWA,WAYNE
1998,2.68128,IOWA,WAYNE
1997,2.70816,IOWA,WAYNE
1996,2.42592,IOWA,WAYNE
1995,1.94208,IOWA,WAYNE
1994,2.84928,IOWA,WAYNE
1993,1.66656,IOWA,WAYNE
1992,2.37888,IOWA,WAYNE
1991,2.29152,IOWA,WAYNE
1990,1.94208,IOWA,WAYNE
1989,1.86816,IOWA,WAYNE
1988,1.55904,IOWA,WAYNE
1987,2.5536,IOWA,WAYNE
1986,2.54688,IOWA,WAYNE
1985,2.34528,IOWA,WAYNE
1984,1.344,IOWA,WAYNE
1983,1.2096,IOWA,WAYNE
1982,1.7472,IOWA,WAYNE
1981,2.19072,IOWA,WAYNE
1980,2.1168,IOWA,WAYNE
2019,3.36672,IOWA,OTHER (COMBINED) COUNTIES
2017,3.024,IOWA,OTHER (COMBINED) COUNTIES
2021,3.7296,IOWA,DAVIS
2020,2.8224,IOWA,DAVIS
2019,3.66912,IOWA,DAVIS
2018,3.37344,IOWA,DAVIS
2017,2.52672,IOWA,DAVIS
2016,3.85728,IOWA,DAVIS
2015,3.28608,IOWA,DAVIS
2014,3.07104,IOWA,DAVIS
2013,2.47296,IOWA,DAVIS
2012,1.96896,IOWA,DAVIS
2011,2.20416,IOWA,DAVIS
2010,3.13152,IOWA,DAVIS
2009,2.688,IOWA,DAVIS
2008,2.4528,IOWA,DAVIS
2007,3.23904,IOWA,DAVIS
2006,3.01728,IOWA,DAVIS
2005,2.7216,IOWA,DAVIS
2004,3.54144,IOWA,DAVIS
2003,2.20416,IOWA,DAVIS
2002,2.64096,IOWA,DAVIS
2001,2.6208,IOWA,DAVIS
2000,2.80224,IOWA,DAVIS
1999,2.26464,IOWA,DAVIS
1998,3.13152,IOWA,DAVIS
1997,3.0576,IOWA,DAVIS
1996,2.70144,IOWA,DAVIS
1995,2.0496,IOWA,DAVIS
1994,2.81568,IOWA,DAVIS
1993,2.0496,IOWA,DAVIS
1992,2.7888,IOWA,DAVIS
1991,2.40576,IOWA,DAVIS
1990,2.37888,IOWA,DAVIS
1989,1.6128,IOWA,DAVIS
1988,1.65312,IOWA,DAVIS
1987,2.31168,IOWA,DAVIS
1986,2.39904,IOWA,DAVIS
1985,2.43264,IOWA,DAVIS
1984,1.75392,IOWA,DAVIS
1983,1.20288,IOWA,DAVIS
1982,1.84128,IOWA,DAVIS
1981,2.26464,IOWA,DAVIS
1980,2.10336,IOWA,DAVIS
2020,4.07904,IOWA,DES MOINES
2019,3.70272,IOWA,DES MOINES
2018,4.28736,IOWA,DES MOINES
2017,4.00512,IOWA,DES MOINES
2016,4.05888,IOWA,DES MOINES
2015,3.6624,IOWA,DES MOINES
2014,3.64224,IOWA,DES MOINES
2013,3.13152,IOWA,DES MOINES
2012,3.2256,IOWA,DES MOINES
2011,3.528,IOWA,DES MOINES
2010,3.43392,IOWA,DES MOINES
2009,3.3936,IOWA,DES MOINES
2008,3.1584,IOWA,DES MOINES
2007,3.4608,IOWA,DES MOINES
2006,3.2256,IOWA,DES MOINES
2005,3.45408,IOWA,DES MOINES
2004,3.73632,IOWA,DES MOINES
2003,2.43264,IOWA,DES MOINES
2002,3.17184,IOWA,DES MOINES
2001,2.9568,IOWA,DES MOINES
2000,2.7552,IOWA,DES MOINES
1999,2.82912,IOWA,DES MOINES
1998,3.21216,IOWA,DES MOINES
1997,3.33312,IOWA,DES MOINES
1996,2.90976,IOWA,DES MOINES
1995,2.49312,IOWA,DES MOINES
1994,3.40704,IOWA,DES MOINES
1993,2.6208,IOWA,DES MOINES
1992,3.03744,IOWA,DES MOINES
1991,2.81568,IOWA,DES MOINES
1990,3.03072,IOWA,DES MOINES
1989,2.5536,IOWA,DES MOINES
1988,2.29824,IOWA,DES MOINES
1987,2.63424,IOWA,DES MOINES
1986,2.90304,IOWA,DES MOINES
1985,2.80224,IOWA,DES MOINES
1984,2.40576,IOWA,DES MOINES
1983,2.41248,IOWA,DES MOINES
1982,2.688,IOWA,DES MOINES
1981,2.81568,IOWA,DES MOINES
1980,2.64768,IOWA,DES MOINES
2021,3.83712,IOWA,HENRY
2020,3.68928,IOWA,HENRY
2019,3.82368,IOWA,HENRY
2018,4.18656,IOWA,HENRY
2017,4.0656,IOWA,HENRY
2016,3.84384,IOWA,HENRY
2015,3.74976,IOWA,HENRY
2014,3.76992,IOWA,HENRY
2013,3.04416,IOWA,HENRY
2012,3.38016,IOWA,HENRY
2011,2.9904,IOWA,HENRY
2010,3.33984,IOWA,HENRY
2009,3.4944,IOWA,HENRY
2008,3.2256,IOWA,HENRY
2007,3.43392,IOWA,HENRY
2006,3.31296,IOWA,HENRY
2005,3.45408,IOWA,HENRY
2004,3.63552,IOWA,HENRY
2003,2.39904,IOWA,HENRY
2002,3.18528,IOWA,HENRY
2001,2.90976,IOWA,HENRY
2000,2.74176,IOWA,HENRY
1999,2.69472,IOWA,HENRY
1998,3.50112,IOWA,HENRY
1997,3.28608,IOWA,HENRY
1996,3.04416,IOWA,HENRY
1995,2.80896,IOWA,HENRY
1994,3.64896,IOWA,HENRY
1993,2.67456,IOWA,HENRY
1992,3.0912,IOWA,HENRY
1991,2.97024,IOWA,HENRY
1990,2.80896,IOWA,HENRY
1989,2.46624,IOWA,HENRY
1988,2.1504,IOWA,HENRY
1987,2.6208,IOWA,HENRY
1986,2.82912,IOWA,HENRY
1985,2.76192,IOWA,HENRY
1984,2.37888,IOWA,HENRY
1983,2.13024,IOWA,HENRY
1982,2.63424,IOWA,HENRY
1981,2.84256,IOWA,HENRY
1980,2.64096,IOWA,HENRY
2021,3.62208,IOWA,JEFFERSON
2020,3.61536,IOWA,JEFFERSON
2019,3.58176,IOWA,JEFFERSON
2018,4.1664,IOWA,JEFFERSON
2017,3.09792,IOWA,JEFFERSON
2016,3.70272,IOWA,JEFFERSON
2015,3.36672,IOWA,JEFFERSON
2014,3.17856,IOWA,JEFFERSON
2013,2.76192,IOWA,JEFFERSON
2012,2.9568,IOWA,JEFFERSON
2011,2.81568,IOWA,JEFFERSON
2010,3.14496,IOWA,JEFFERSON
2009,3.4608,IOWA,JEFFERSON
2008,2.8224,IOWA,JEFFERSON
2007,3.11136,IOWA,JEFFERSON
2006,3.1248,IOWA,JEFFERSON
2005,3.54816,IOWA,JEFFERSON
2004,3.60192,IOWA,JEFFERSON
2003,2.15712,IOWA,JEFFERSON
2002,2.47968,IOWA,JEFFERSON
2001,2.7216,IOWA,JEFFERSON
2000,2.56704,IOWA,JEFFERSON
1999,2.184,IOWA,JEFFERSON
1998,3.1584,IOWA,JEFFERSON
1997,3.07104,IOWA,JEFFERSON
1996,2.80896,IOWA,JEFFERSON
1995,2.54016,IOWA,JEFFERSON
1994,3.43392,IOWA,JEFFERSON
1993,2.34528,IOWA,JEFFERSON
1992,2.86272,IOWA,JEFFERSON
1991,2.71488,IOWA,JEFFERSON
1990,2.5536,IOWA,JEFFERSON
1989,2.2848,IOWA,JEFFERSON
1988,1.6128,IOWA,JEFFERSON
1987,2.57376,IOWA,JEFFERSON
1986,2.52672,IOWA,JEFFERSON
1985,2.56032,IOWA,JEFFERSON
1984,2.19072,IOWA,JEFFERSON
1983,1.75392,IOWA,JEFFERSON
1982,2.2512,IOWA,JEFFERSON
1981,2.57376,IOWA,JEFFERSON
1980,2.54016,IOWA,JEFFERSON
2020,3.46752,IOWA,KEOKUK
2019,3.74976,IOWA,KEOKUK
2018,3.87744,IOWA,KEOKUK
2017,3.46752,IOWA,KEOKUK
2016,3.83712,IOWA,KEOKUK
2015,3.58848,IOWA,KEOKUK
2014,3.53472,IOWA,KEOKUK
2013,2.76192,IOWA,KEOKUK
2012,3.29952,IOWA,KEOKUK
2011,3.40032,IOWA,KEOKUK
2010,3.05088,IOWA,KEOKUK
2009,3.6288,IOWA,KEOKUK
2008,3.1584,IOWA,KEOKUK
2007,3.44736,IOWA,KEOKUK
2006,3.08448,IOWA,KEOKUK
2005,3.34656,IOWA,KEOKUK
2004,3.57504,IOWA,KEOKUK
2003,2.1168,IOWA,KEOKUK
2002,2.9904,IOWA,KEOKUK
2001,2.86272,IOWA,KEOKUK
2000,2.86944,IOWA,KEOKUK
1999,2.6544,IOWA,KEOKUK
1998,3.17856,IOWA,KEOKUK
1997,3.40032,IOWA,KEOKUK
1996,2.8896,IOWA,KEOKUK
1995,2.77536,IOWA,KEOKUK
1994,3.5616,IOWA,KEOKUK
1993,2.51328,IOWA,KEOKUK
1992,2.80896,IOWA,KEOKUK
1991,3.30624,IOWA,KEOKUK
1990,2.8224,IOWA,KEOKUK
1989,2.49312,IOWA,KEOKUK
1988,1.7472,IOWA,KEOKUK
1987,2.97696,IOWA,KEOKUK
1986,2.7552,IOWA,KEOKUK
1985,2.71488,IOWA,KEOKUK
1984,2.184,IOWA,KEOKUK
1983,1.98912,IOWA,KEOKUK
1982,2.56704,IOWA,KEOKUK
1981,2.84928,IOWA,KEOKUK
1980,2.86944,IOWA,KEOKUK
2021,3.93792,IOWA,LEE
2020,3.50112,IOWA,LEE
2019,3.68256,IOWA,LEE
2018,4.34784,IOWA,LEE
2017,3.5952,IOWA,LEE
2016,4.12608,IOWA,LEE
2015,3.1584,IOWA,LEE
2014,3.6624,IOWA,LEE
2013,2.64768,IOWA,LEE
2012,2.89632,IOWA,LEE
2011,2.72832,IOWA,LEE
2010,3.31296,IOWA,LEE
2009,3.2592,IOWA,LEE
2008,2.856,IOWA,LEE
2007,3.27264,IOWA,LEE
2006,2.99712,IOWA,LEE
2005,3.07776,IOWA,LEE
2004,3.67584,IOWA,LEE
2003,2.44608,IOWA,LEE
2002,2.7888,IOWA,LEE
2001,2.97696,IOWA,LEE
2000,2.70816,IOWA,LEE
1999,2.54016,IOWA,LEE
1998,3.13152,IOWA,LEE
1997,3.30624,IOWA,LEE
1996,2.86944,IOWA,LEE
1995,2.61408,IOWA,LEE
1994,3.4944,IOWA,LEE
1993,2.4528,IOWA,LEE
1992,3.03744,IOWA,LEE
1991,2.4864,IOWA,LEE
1990,2.32512,IOWA,LEE
1989,1.87488,IOWA,LEE
1988,1.88832,IOWA,LEE
1987,2.2848,IOWA,LEE
1986,2.58048,IOWA,LEE
1985,2.68128,IOWA,LEE
1984,2.23104,IOWA,LEE
1983,1.89504,IOWA,LEE
1982,2.54688,IOWA,LEE
1981,2.49312,IOWA,LEE
1980,2.52,IOWA,LEE
2020,3.58176,IOWA,LOUISA
2019,3.64896,IOWA,LOUISA
2018,3.90432,IOWA,LOUISA
2017,3.9648,IOWA,LOUISA
2016,3.79008,IOWA,LOUISA
2015,3.864,IOWA,LOUISA
2014,3.61536,IOWA,LOUISA
2013,2.81568,IOWA,LOUISA
2012,3.51456,IOWA,LOUISA
2011,3.43392,IOWA,LOUISA
2010,3.20544,IOWA,LOUISA
2009,3.4944,IOWA,LOUISA
2008,3.1584,IOWA,LOUISA
2007,3.27936,IOWA,LOUISA
2006,3.07104,IOWA,LOUISA
2005,3.13824,IOWA,LOUISA
2004,3.3264,IOWA,LOUISA
2003,1.98912,IOWA,LOUISA
2002,3.17184,IOWA,LOUISA
2001,2.856,IOWA,LOUISA
2000,2.57376,IOWA,LOUISA
1999,2.9904,IOWA,LOUISA
1998,3.3264,IOWA,LOUISA
1997,3.0912,IOWA,LOUISA
1996,2.67456,IOWA,LOUISA
1995,2.61408,IOWA,LOUISA
1994,3.528,IOWA,LOUISA
1993,2.43936,IOWA,LOUISA
1992,2.95008,IOWA,LOUISA
1991,2.80224,IOWA,LOUISA
1990,2.98368,IOWA,LOUISA
1989,2.4864,IOWA,LOUISA
1988,1.78752,IOWA,LOUISA
1987,2.42592,IOWA,LOUISA
1986,2.64096,IOWA,LOUISA
1985,2.56032,IOWA,LOUISA
1984,2.52672,IOWA,LOUISA
1983,2.12352,IOWA,LOUISA
1982,2.6208,IOWA,LOUISA
1981,2.84928,IOWA,LOUISA
1980,2.84928,IOWA,LOUISA
2021,4.0992,IOWA,MAHASKA
2019,3.60864,IOWA,MAHASKA
2018,4.01184,IOWA,MAHASKA
2017,3.65568,IOWA,MAHASKA
2016,3.97152,IOWA,MAHASKA
2015,3.73632,IOWA,MAHASKA
2014,3.28608,IOWA,MAHASKA
2013,3.01056,IOWA,MAHASKA
2012,3.44064,IOWA,MAHASKA
2011,3.54144,IOWA,MAHASKA
2010,3.17184,IOWA,MAHASKA
2009,3.7632,IOWA,MAHASKA
2008,3.192,IOWA,MAHASKA
2007,3.77664,IOWA,MAHASKA
2006,3.36,IOWA,MAHASKA
2005,3.6288,IOWA,MAHASKA
2004,3.6288,IOWA,MAHASKA
2003,2.54016,IOWA,MAHASKA
2002,3.2256,IOWA,MAHASKA
2001,2.96352,IOWA,MAHASKA
2000,2.97024,IOWA,MAHASKA
1999,3.10464,IOWA,MAHASKA
1998,3.48096,IOWA,MAHASKA
1997,3.33312,IOWA,MAHASKA
1996,2.76192,IOWA,MAHASKA
1995,2.95008,IOWA,MAHASKA
1994,3.696,IOWA,MAHASKA
1993,2.56704,IOWA,MAHASKA
1992,2.91648,IOWA,MAHASKA
1991,3.07776,IOWA,MAHASKA
1990,2.90976,IOWA,MAHASKA
1989,2.63424,IOWA,MAHASKA
1988,1.94208,IOWA,MAHASKA
1987,2.94336,IOWA,MAHASKA
1986,2.80224,IOWA,MAHASKA
1985,2.77536,IOWA,MAHASKA
1984,2.05632,IOWA,MAHASKA
1983,2.32512,IOWA,MAHASKA
1982,2.58048,IOWA,MAHASKA
1981,2.76864,IOWA,MAHASKA
1980,2.81568,IOWA,MAHASKA
2021,3.48768,IOWA,VAN BUREN
2020,2.97024,IOWA,VAN BUREN
2019,3.62208,IOWA,VAN BUREN
2018,3.64224,IOWA,VAN BUREN
2017,2.45952,IOWA,VAN BUREN
2016,3.80352,IOWA,VAN BUREN
2015,3.09792,IOWA,VAN BUREN
2014,3.31968,IOWA,VAN BUREN
2013,2.73504,IOWA,VAN BUREN
2012,2.8224,IOWA,VAN BUREN
2011,2.36544,IOWA,VAN BUREN
2010,3.2256,IOWA,VAN BUREN
2009,3.0912,IOWA,VAN BUREN
2008,2.7552,IOWA,VAN BUREN
2007,3.192,IOWA,VAN BUREN
2006,3.04416,IOWA,VAN BUREN
2005,3.0912,IOWA,VAN BUREN
2004,3.56832,IOWA,VAN BUREN
2003,2.29824,IOWA,VAN BUREN
2002,2.40576,IOWA,VAN BUREN
2001,2.5872,IOWA,VAN BUREN
2000,2.61408,IOWA,VAN BUREN
1999,2.11008,IOWA,VAN BUREN
1998,3.13824,IOWA,VAN BUREN
1997,3.1584,IOWA,VAN BUREN
1996,2.6544,IOWA,VAN BUREN
1995,2.31168,IOWA,VAN BUREN
1994,3.08448,IOWA,VAN BUREN
1993,2.1504,IOWA,VAN BUREN
1992,2.81568,IOWA,VAN BUREN
1991,2.49984,IOWA,VAN BUREN
1990,2.27136,IOWA,VAN BUREN
1989,1.9152,IOWA,VAN BUREN
1988,1.63968,IOWA,VAN BUREN
1987,2.4192,IOWA,VAN BUREN
1986,2.4192,IOWA,VAN BUREN
1985,2.4192,IOWA,VAN BUREN
1984,2.06976,IOWA,VAN BUREN
1983,1.66656,IOWA,VAN BUREN
1982,2.13696,IOWA,VAN BUREN
1981,2.20416,IOWA,VAN BUREN
1980,2.10336,IOWA,VAN BUREN
2021,3.87744,IOWA,WAPELLO
2020,3.4944,IOWA,WAPELLO
2019,3.7296,IOWA,WAPELLO
2018,4.04544,IOWA,WAPELLO
2017,3.024,IOWA,WAPELLO
2016,3.90432,IOWA,WAPELLO
2015,3.2592,IOWA,WAPELLO
2014,3.27264,IOWA,WAPELLO
2013,2.78208,IOWA,WAPELLO
2012,2.83584,IOWA,WAPELLO
2011,2.86272,IOWA,WAPELLO
2010,3.06432,IOWA,WAPELLO
2009,3.1248,IOWA,WAPELLO
2008,2.856,IOWA,WAPELLO
2007,3.0912,IOWA,WAPELLO
2006,3.15168,IOWA,WAPELLO
2005,3.28608,IOWA,WAPELLO
2004,3.62208,IOWA,WAPELLO
2003,2.016,IOWA,WAPELLO
2002,2.58048,IOWA,WAPELLO
2001,2.70144,IOWA,WAPELLO
2000,2.70816,IOWA,WAPELLO
1999,2.50656,IOWA,WAPELLO
1998,3.1584,IOWA,WAPELLO
1997,3.15168,IOWA,WAPELLO
1996,2.7216,IOWA,WAPELLO
1995,2.6544,IOWA,WAPELLO
1994,3.34656,IOWA,WAPELLO
1993,2.39904,IOWA,WAPELLO
1992,2.83584,IOWA,WAPELLO
1991,2.86944,IOWA,WAPELLO
1990,2.43936,IOWA,WAPELLO
1989,2.34528,IOWA,WAPELLO
1988,1.92864,IOWA,WAPELLO
1987,2.7216,IOWA,WAPELLO
1986,2.68128,IOWA,WAPELLO
1985,2.53344,IOWA,WAPELLO
1984,1.77408,IOWA,WAPELLO
1983,1.7808,IOWA,WAPELLO
1982,2.23104,IOWA,WAPELLO
1981,2.70144,IOWA,WAPELLO
1980,2.64768,IOWA,WAPELLO
2020,3.57504,IOWA,WASHINGTON
2019,3.67584,IOWA,WASHINGTON
2018,4.1328,IOWA,WASHINGTON
2017,4.14624,IOWA,WASHINGTON
2016,3.74976,IOWA,WASHINGTON
2015,3.95808,IOWA,WASHINGTON
2014,3.6288,IOWA,WASHINGTON
2013,3.03072,IOWA,WASHINGTON
2012,3.46752,IOWA,WASHINGTON
2011,3.7296,IOWA,WASHINGTON
2010,3.15168,IOWA,WASHINGTON
2009,3.5616,IOWA,WASHINGTON
2008,3.3936,IOWA,WASHINGTON
2007,3.41376,IOWA,WASHINGTON
2006,3.30624,IOWA,WASHINGTON
2005,3.37344,IOWA,WASHINGTON
2004,3.528,IOWA,WASHINGTON
2003,2.22432,IOWA,WASHINGTON
2002,3.2592,IOWA,WASHINGTON
2001,3.04416,IOWA,WASHINGTON
2000,2.73504,IOWA,WASHINGTON
1999,3.05088,IOWA,WASHINGTON
1998,3.41376,IOWA,WASHINGTON
1997,3.33312,IOWA,WASHINGTON
1996,2.94336,IOWA,WASHINGTON
1995,2.84256,IOWA,WASHINGTON
1994,3.7632,IOWA,WASHINGTON
1993,2.62752,IOWA,WASHINGTON
1992,2.9904,IOWA,WASHINGTON
1991,3.28608,IOWA,WASHINGTON
1990,3.01056,IOWA,WASHINGTON
1989,2.68128,IOWA,WASHINGTON
1988,1.9488,IOWA,WASHINGTON
1987,2.96352,IOWA,WASHINGTON
1986,2.86272,IOWA,WASHINGTON
1985,2.8224,IOWA,WASHINGTON
1984,2.51328,IOWA,WASHINGTON
1983,2.54688,IOWA,WASHINGTON
1982,2.76192,IOWA,WASHINGTON
1981,3.03744,IOWA,WASHINGTON
1980,3.01728,IOWA,WASHINGTON
2021,4.17312,IOWA,OTHER COUNTIES
2020,3.80352,IOWA,OTHER COUNTIES
2020,4.17312,KANSAS,CHEYENNE
2017,3.77664,KANSAS,CHEYENNE
2015,3.8976,KANSAS,CHEYENNE
2014,3.192,KANSAS,CHEYENNE
2013,3.47424,KANSAS,CHEYENNE
2012,3.19872,KANSAS,CHEYENNE
2011,3.64896,KANSAS,CHEYENNE
2010,3.11136,KANSAS,CHEYENNE
2007,3.4272,KANSAS,CHEYENNE
2005,3.36,KANSAS,CHEYENNE
2004,3.0912,KANSAS,CHEYENNE
2003,2.9568,KANSAS,CHEYENNE
2002,2.8896,KANSAS,CHEYENNE
2001,2.5536,KANSAS,CHEYENNE
2000,1.8816,KANSAS,CHEYENNE
1999,2.688,KANSAS,CHEYENNE
1998,3.2928,KANSAS,CHEYENNE
1997,3.4272,KANSAS,CHEYENNE
1996,3.6288,KANSAS,CHEYENNE
1995,1.8144,KANSAS,CHEYENNE
1994,3.4272,KANSAS,CHEYENNE
1993,2.6208,KANSAS,CHEYENNE
1992,1.8816,KANSAS,CHEYENNE
1991,3.696,KANSAS,CHEYENNE
1990,3.1584,KANSAS,CHEYENNE
1989,2.2848,KANSAS,CHEYENNE
1988,3.024,KANSAS,CHEYENNE
1987,2.9568,KANSAS,CHEYENNE
1986,2.016,KANSAS,CHEYENNE
1985,2.352,KANSAS,CHEYENNE
1984,2.6208,KANSAS,CHEYENNE
1983,2.26464,KANSAS,CHEYENNE
1982,2.13024,KANSAS,CHEYENNE
1981,2.95008,KANSAS,CHEYENNE
1980,2.14368,KANSAS,CHEYENNE
2015,2.77536,KANSAS,DECATUR
2012,1.58592,KANSAS,DECATUR
2011,1.39776,KANSAS,DECATUR
2005,2.688,KANSAS,DECATUR
2004,2.1504,KANSAS,DECATUR
2003,2.8224,KANSAS,DECATUR
2002,2.4864,KANSAS,DECATUR
2001,2.4864,KANSAS,DECATUR
2000,1.5456,KANSAS,DECATUR
1999,2.688,KANSAS,DECATUR
1998,2.7552,KANSAS,DECATUR
1997,3.0912,KANSAS,DECATUR
1996,2.8224,KANSAS,DECATUR
1995,1.6128,KANSAS,DECATUR
1994,2.6208,KANSAS,DECATUR
1993,2.016,KANSAS,DECATUR
1992,2.0832,KANSAS,DECATUR
1991,3.4272,KANSAS,DECATUR
1990,2.688,KANSAS,DECATUR
1989,2.7552,KANSAS,DECATUR
1988,2.7552,KANSAS,DECATUR
1987,1.68,KANSAS,DECATUR
1986,1.008,KANSAS,DECATUR
1985,2.2176,KANSAS,DECATUR
1984,1.16256,KANSAS,DECATUR
1983,1.16256,KANSAS,DECATUR
1982,2.03616,KANSAS,DECATUR
2018,3.6624,KANSAS,GRAHAM
2017,3.37344,KANSAS,GRAHAM
2014,2.84928,KANSAS,GRAHAM
2013,1.76736,KANSAS,GRAHAM
2011,2.39904,KANSAS,GRAHAM
2010,1.15584,KANSAS,GRAHAM
2007,1.8816,KANSAS,GRAHAM
2006,1.6128,KANSAS,GRAHAM
2005,1.8144,KANSAS,GRAHAM
2002,1.68,KANSAS,GRAHAM
2000,2.016,KANSAS,GRAHAM
1999,3.36,KANSAS,GRAHAM
1998,3.4944,KANSAS,GRAHAM
1997,2.8896,KANSAS,GRAHAM
1996,2.352,KANSAS,GRAHAM
1994,2.9568,KANSAS,GRAHAM
1993,2.352,KANSAS,GRAHAM
1992,1.68,KANSAS,GRAHAM
1991,2.9568,KANSAS,GRAHAM
1990,2.7552,KANSAS,GRAHAM
1989,2.8896,KANSAS,GRAHAM
1988,1.6128,KANSAS,GRAHAM
1987,1.2096,KANSAS,GRAHAM
1986,2.688,KANSAS,GRAHAM
1985,2.7552,KANSAS,GRAHAM
1984,2.52,KANSAS,GRAHAM
1983,1.33728,KANSAS,GRAHAM
1982,2.2848,KANSAS,GRAHAM
1981,2.7552,KANSAS,GRAHAM
1980,2.2176,KANSAS,GRAHAM
